index,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,city,surroundings_50m
2040,,Centrum-West,52.37973,4.89378,Entire home/apt,175,2,34,0.62,1,20,7,holland,"[{""tourism"": ""attraction""}, {""name"": ""Daily Fresh"", ""shop"": ""supermarket""}, {""name"": ""Chabrol Wines"", ""shop"": ""wine""}, {""name"": ""Bistrot Neuf"", ""amenity"": ""restaurant"", ""cuisine"": ""french""}, {""name"": ""Jongejans"", ""shop"": ""bakery""}, {""name"": ""Rangoli"", ""amenity"": ""restaurant"", ""cuisine"": ""indian""}, {""name"": ""Coffeeshop Green Place"", ""shop"": ""cannabis""}, {""name"": ""It's a present"", ""shop"": ""gift""}, {""name"": ""Zipper"", ""shop"": ""clothes""}, {""name"": ""Daskas"", ""shop"": ""gift""}, {""name"": ""Rumors"", ""shop"": ""clothes""}, {""name"": ""Luba"", ""shop"": ""clothes""}, {""name"": ""Jay's Juices"", ""shop"": ""juice""}, {""name"": ""Mono"", ""shop"": ""bag""}, {""name"": ""Cigo"", ""shop"": ""newsagent""}, {""name"": ""Vintage Island"", ""shop"": ""clothes""}, {""name"": ""Haarlemmer electronica"", ""shop"": ""mobile_phone""}, {""name"": ""Jojo Sweet"", ""amenity"": ""fast_food""}, {""name"": ""Namaskar"", ""amenity"": ""restaurant"", ""cuisine"": ""indian""}, {""name"": ""Las Marias"", ""amenity"": ""restaurant""}, {""name"": ""'t Kaaspunt"", ""shop"": ""cheese""}, {""name"": ""Schumich"", ""amenity"": ""cafe""}, {""name"": ""Kobalt"", ""amenity"": ""cafe"", ""cuisine"": ""regional""}, {""leisure"": ""garden""}, {""name"": ""Miss B by la Grotte"", ""shop"": ""cannabis""}]"
2041,,Oud-Noord,52.38474,4.90903,Entire home/apt,225,3,19,0.34,1,0,1,holland,"[{""leisure"": ""garden""}]"
2055,,Buitenveldert - Zuidas,52.33797,4.86804,Entire home/apt,166,3,15,0.33,1,56,0,holland,"[{""name"": ""Trainmore"", ""leisure"": ""fitness_centre""}]"
2077,,Oud-Oost,52.35227,4.91636,Entire home/apt,150,3,21,0.38,1,0,0,holland,"[{""name"": ""Afrikanerplein"", ""leisure"": ""park""}, {""name"": ""Eethuis Parie"", ""amenity"": ""fast_food"", ""cuisine"": ""surinamese;javanese""}, {""leisure"": ""garden""}]"
2089,,Oud-Noord,52.39898,4.90643,Private room,103,2,120,2.57,1,242,4,holland,"[{""name"": ""Aparthotel North"", ""tourism"": ""apartment""}]"
2091,,Centrum-Oost,52.36804,4.89773,Entire home/apt,174,3,286,5.25,1,57,59,holland,"[{""name"": ""Amstel Canal Guest House"", ""tourism"": ""hotel""}, {""name"": ""Marbles Vintage"", ""shop"": ""clothes""}, {""name"": ""Vet Du Nord"", ""shop"": ""jewelry""}, {""name"": ""ABCND STORE"", ""shop"": ""clothes""}, {""name"": ""The Antique Ring Shop"", ""shop"": ""jewelry""}, {""name"": ""Sterk Staaltje"", ""shop"": ""deli""}, {""name"": ""Kota"", ""shop"": ""coffee""}, {""tourism"": ""viewpoint""}, {""name"": ""Zooful"", ""shop"": ""gift""}, {""name"": ""@droog"", ""amenity"": ""cafe""}, {""name"": ""Krua Thai"", ""amenity"": ""restaurant"", ""cuisine"": ""thai""}, {""name"": ""Zamalia"", ""shop"": ""cosmetics""}, {""name"": ""DSIGN"", ""shop"": ""fashion_accessories""}]"
2114,,Bos en Lommer,52.37628,4.85734,Entire home/apt,139,4,2,0.04,1,0,0,holland,"[{""leisure"": ""pitch"", ""sport"": ""basketball""}, {""leisure"": ""playground""}, {""leisure"": ""pitch"", ""sport"": ""tennis""}, {""leisure"": ""garden""}]"
2117,,IJburg - Zeeburgereiland,52.35436,5.00273,Entire home/apt,300,3,57,1.05,1,350,8,holland,"[{""leisure"": ""playground""}, {""leisure"": ""garden""}]"
2123,,Centrum-Oost,52.37455,4.92243,Entire home/apt,190,4,10,0.23,1,0,0,holland,"[{""leisure"": ""pitch"", ""description"": ""Cached football court"", ""sport"": ""soccer""}]"
2141,,Centrum-West,52.38304,4.88376,Private room,130,3,22,0.48,1,1,0,holland,"[{""name"": ""Formocha"", ""shop"": ""tea""}]"
2167,,Centrum-Oost,52.3666,4.89824,Entire home/apt,207,2,145,2.77,1,257,10,holland,"[{""name"": ""Cooldown Cafe Rembrandtplein"", ""amenity"": ""nightclub""}, {""name"": ""John Doe"", ""amenity"": ""nightclub""}, {""name"": ""Eden Hotel Amsterdam"", ""tourism"": ""hotel""}, {""name"": ""Screaming Beans"", ""amenity"": ""cafe"", ""cuisine"": ""coffee_shop""}, {""shop"": ""vacant""}, {""name"": ""Brasserie Flo"", ""amenity"": ""restaurant"", ""cuisine"": ""french""}, {""name"": ""Graphite by Peter Gast"", ""amenity"": ""restaurant""}]"
2173,,Oud-Oost,52.3594,4.9065,Entire home/apt,158,5,24,0.43,1,0,0,holland,"[{""name"": ""Amstelcampus"", ""amenity"": ""university""}, {""name"": ""Amstelhaven"", ""amenity"": ""restaurant""}]"
2177,,De Pijp - Rivierenbuurt,52.35682,4.89633,Entire home/apt,150,7,37,0.7,3,64,3,holland,"[{""name"": ""Skin Project Institute"", ""shop"": ""beauty""}, {""name"": ""FermentFabriek"", ""shop"": ""convenience""}, {""name"": ""Hairstudio Pu-ma"", ""shop"": ""hairdresser""}, {""name"": ""Résonance"", ""shop"": ""musical_instrument""}, {""shop"": ""vacant""}, {""name"": ""Taalhuis Amsterdam"", ""amenity"": ""language_school""}, {""name"": ""Ajax Bike"", ""amenity"": ""bicycle_rental""}, {""name"": ""Dental 220"", ""amenity"": ""dentist""}, {""name"": ""Café De Baron"", ""amenity"": ""pub""}, {""leisure"": ""garden""}]"
2182,,Geuzenveld - Slotermeer,52.38436,4.83226,Entire home/apt,184,4,11,0.21,1,0,0,holland,"[{""leisure"": ""playground""}]"
2202,,Geuzenveld - Slotermeer,52.37352,4.82235,Entire home/apt,149,3,10,0.19,1,1,2,holland,"[{""name"": ""Sloterpark"", ""leisure"": ""park""}, {""name"": ""De Duikelaar"", ""leisure"": ""marina""}]"
2210,,De Pijp - Rivierenbuurt,52.35545,4.8918,Entire home/apt,124,2,30,0.78,1,30,0,holland,"[{""name"": ""Kilo Store"", ""shop"": ""clothes""}, {""name"": ""June Amsterdam"", ""shop"": ""clothes""}, {""name"": ""Amsterdamse Matrassencentrale"", ""shop"": ""bed""}, {""name"": ""Spetters Mode"", ""shop"": ""clothes""}, {""name"": ""The Workout Lab"", ""leisure"": ""fitness_centre"", ""sport"": ""fitness""}, {""name"": ""MC Jewels"", ""shop"": ""jewelry""}, {""name"": ""Di Napoli Lederwaren"", ""shop"": ""leather""}, {""name"": ""Fenix Books"", ""shop"": ""books""}, {""name"": ""American Nails"", ""shop"": ""beauty""}, {""name"": ""Broodje Gerard"", ""amenity"": ""cafe"", ""cuisine"": ""sandwich;juice;coffee_shop""}, {""shop"": ""vacant""}, {""name"": ""Charlotte de Koomen"", ""shop"": ""jewelry""}, {""name"": ""Living-in By Romy's"", ""shop"": ""interior_decoration""}, {""name"": ""Lois"", ""shop"": ""clothes""}, {""name"": ""Elcie"", ""shop"": ""clothes""}, {""name"": ""Everyday Hero"", ""shop"": ""clothes""}, {""name"": ""The Butcher"", ""amenity"": ""restaurant""}, {""name"": ""De Franse Slager Alain Bernard"", ""shop"": ""butcher""}, {""name"": ""Brick Lane"", ""shop"": ""clothes""}, {""name"": ""Carletto"", ""amenity"": ""restaurant"", ""cuisine"": ""italian""}, {""name"": ""Verse"", ""shop"": ""clothes""}, {""name"": ""All The Luck In The World"", ""shop"": ""fashion_accessories""}, {""name"": ""Felice"", ""shop"": ""interior_decoration"", ""description"": ""Fashion & interior design""}, {""name"": ""Pho 91"", ""amenity"": ""restaurant"", ""cuisine"": ""vietnamese""}, {""name"": ""Vishandel Molenaar"", ""shop"": ""seafood""}, {""name"": ""Slagerij Zuid"", ""shop"": ""butcher""}, {""name"": ""C'est Chau"", ""amenity"": ""restaurant""}, {""name"": ""De Kinderfeestwinkel"", ""shop"": ""party""}, {""name"": ""Tally-ho"", ""shop"": ""clothes""}, {""name"": ""Aiche"", ""shop"": ""clothes""}, {""name"": ""7115 by Szeki"", ""shop"": ""clothes""}, {""name"": ""Anna+Nina"", ""shop"": ""jewelry""}, {""name"": ""Coffeeshop Club Media"", ""shop"": ""cannabis"", ""cuisine"": ""cannabis_coffee_shop""}, {""name"": ""Just Waldo"", ""shop"": ""clothes""}, {""name"": ""Albert Cuyp-markt"", ""amenity"": ""marketplace"", ""tourism"": ""attraction""}]"
2220,,De Pijp - Rivierenbuurt,52.34336,4.89532,Entire home/apt,305,3,26,0.49,1,162,0,holland,"[{""name"": ""Elisabeth Haarmode"", ""shop"": ""hairdresser""}, {""shop"": ""alcohol""}, {""leisure"": ""garden""}, {""shop"": ""vacant""}, {""name"": ""De wijnimport van Arrebol"", ""shop"": ""wine""}, {""name"": ""Beauty & Mind"", ""shop"": ""beauty""}, {""name"": ""Haar In De Wind"", ""shop"": ""hairdresser""}, {""name"": ""C. Tuinder & Zn"", ""shop"": ""shoes""}]"
2223,,Oostelijk Havengebied - Indische Buurt,52.37227,4.94747,Entire home/apt,140,3,5,0.09,1,0,0,holland,"[{""name"": ""Jachthaven Piet Hein"", ""leisure"": ""marina""}]"
2224,,De Baarsjes - Oud-West,52.35823,4.85741,Entire home/apt,290,3,6,0.13,1,9,0,holland,"[{""name"": ""Overtone Bistro"", ""amenity"": ""restaurant""}, {""name"": ""De Pizzabakkers"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza""}, {""name"": ""Dierenkliniek Overtoom"", ""amenity"": ""veterinary""}, {""name"": ""Parallel"", ""amenity"": ""restaurant"", ""cuisine"": ""spanish""}, {""name"": ""YNK"", ""amenity"": ""cafe"", ""cuisine"": ""coffee_shop""}, {""name"": ""Pieter Bas"", ""shop"": ""hairdresser""}, {""name"": ""Annapurna"", ""amenity"": ""restaurant""}]"
2230,,Zuid,52.35301,4.8847,Entire home/apt,120,7,7,0.13,1,0,0,holland,"[{""leisure"": ""garden""}, {""name"": ""Tandartspraktijk de ZuidAs"", ""amenity"": ""dentist""}, {""name"": ""Coffeeshop Pacific"", ""shop"": ""cannabis""}]"
2232,,De Baarsjes - Oud-West,52.37113,4.8581,Entire home/apt,181,2,27,1.65,1,363,2,holland,"[{""leisure"": ""garden""}, {""name"": ""Fort Negen"", ""shop"": ""bakery""}, {""name"": ""Konya Etliekmek"", ""amenity"": ""restaurant"", ""cuisine"": ""turkish""}, {""name"": ""Lara"", ""amenity"": ""cafe""}, {""name"": ""Grapedistrict"", ""shop"": ""wine""}, {""name"": ""Maz Mez"", ""amenity"": ""restaurant"", ""cuisine"": ""lebanese""}, {""shop"": ""tattoo""}, {""name"": ""Napoli Pizza"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza""}, {""name"": ""WONTON"", ""amenity"": ""restaurant"", ""cuisine"": ""chinese""}, {""shop"": ""vacant""}, {""name"": ""Albert Heijn"", ""shop"": ""supermarket""}, {""name"": ""Marja"", ""amenity"": ""fast_food""}]"
2238,,Centrum-West,52.38065,4.88742,Entire home/apt,425,2,52,1.03,1,68,3,holland,"[{""name"": ""Pompon"", ""shop"": ""florist""}, {""name"": ""Enté"", ""amenity"": ""restaurant""}, {""name"": ""Café 't Papeneiland"", ""amenity"": ""pub"", ""cuisine"": ""sandwich;tapas""}, {""name"": ""Café Thijssen"", ""amenity"": ""pub""}, {""name"": ""Jardin"", ""amenity"": ""cafe""}]"
2248,,Centrum-Oost,52.36465,4.89798,Entire home/apt,440,2,21,1.25,2,0,6,holland,"[{""name"": ""Social Coffee"", ""amenity"": ""cafe"", ""cuisine"": ""coffee_shop""}, {""name"": ""Salon de Lingerie"", ""shop"": ""clothes""}, {""name"": ""De Juwelier"", ""amenity"": ""restaurant"", ""cuisine"": ""french"", ""description"": ""à la carte-restaurant""}, {""name"": ""Quartier Latin"", ""amenity"": ""restaurant"", ""cuisine"": ""french""}, {""name"": ""We Are Labels"", ""shop"": ""clothes""}, {""name"": ""Kindred Spirits"", ""shop"": ""clothes""}, {""name"": ""Samsøe Samsøe"", ""shop"": ""clothes""}, {""name"": ""Wowcrab"", ""amenity"": ""restaurant"", ""cuisine"": ""asian;seafood""}, {""name"": ""The Amsterdam Basement"", ""amenity"": ""restaurant""}, {""name"": ""Sézane"", ""shop"": ""clothes""}, {""name"": ""Zuivere Koffie"", ""amenity"": ""cafe""}, {""name"": ""Güney's Delights"", ""shop"": ""wine""}, {""name"": ""Meghna"", ""amenity"": ""restaurant"", ""cuisine"": ""indian""}, {""shop"": ""vacant""}, {""name"": ""Mochi"", ""shop"": ""clothes""}, {""name"": ""Ace"", ""amenity"": ""restaurant""}, {""name"": ""Es"", ""shop"": ""jewelry""}, {""name"": ""Wolf Ware"", ""shop"": ""clothes""}, {""name"": ""The Healthy Spot"", ""amenity"": ""restaurant"", ""cuisine"": ""juice;soup""}, {""name"": ""Naturel"", ""shop"": ""clothes""}, {""name"": ""Ali Ocakbaşı"", ""amenity"": ""restaurant"", ""cuisine"": ""turkish""}, {""name"": ""Alfonso"", ""amenity"": ""restaurant""}, {""name"": ""The Preacher's son tatoo shop"", ""shop"": ""tattoo""}, {""name"": ""Boerejongens"", ""shop"": ""cannabis"", ""cuisine"": ""coffee_shop""}, {""name"": ""Brug34"", ""amenity"": ""pub"", ""description"": ""LGBTQ friendly café. Recently under new ownership.""}]"
2251,,Noord-West,52.41943,4.87126,Entire home/apt,146,1,60,1.12,7,153,7,holland,"[{""leisure"": ""pitch""}, {""name"": ""Sportpark Melkweg"", ""leisure"": ""sports_centre""}]"
2277,,Buitenveldert - Zuidas,52.32872,4.85766,Private room,70,3,146,2.89,1,19,11,holland,"[{""name"": ""Tennispark Buitenveldert"", ""leisure"": ""sports_centre"", ""sport"": ""tennis""}]"
2287,,Watergraafsmeer,52.35114,4.93724,Entire home/apt,155,28,10,0.31,1,0,0,holland,"[{""leisure"": ""pitch"", ""sport"": ""table_tennis""}, {""leisure"": ""playground""}, {""leisure"": ""garden""}, {""leisure"": ""pitch"", ""sport"": ""soccer""}]"
2288,,Bos en Lommer,52.37371,4.85177,Private room,47,2,176,3.36,2,49,18,holland,"[{""name"": ""Beeld van brons en steen"", ""tourism"": ""artwork""}, {""name"": ""Erasmuspark"", ""leisure"": ""park""}]"
2297,,Centrum-Oost,52.36597,4.89975,Entire home/apt,240,3,168,3.46,1,192,34,holland,"[{""name"": ""Ribs Factory"", ""amenity"": ""restaurant""}, {""name"": ""Ichisin Ramen Hokkaido"", ""amenity"": ""restaurant"", ""cuisine"": ""asian;japanese""}, {""shop"": ""vacant""}, {""name"": ""Coffeeshop Kooi"", ""shop"": ""cannabis""}, {""name"": ""Lo Stivale d'Oro"", ""amenity"": ""restaurant"", ""cuisine"": ""italian""}, {""name"": ""La Panetteria"", ""shop"": ""bakery""}, {""name"": ""Restaurant 212"", ""amenity"": ""restaurant""}, {""name"": ""Our House"", ""tourism"": ""museum""}, {""name"": ""Gollem"", ""amenity"": ""pub"", ""description"": ""Formerly known as the Krokodil, this bar know attracts a slightly younger audience and is not the hang out of grey gays any more.""}, {""name"": ""Air"", ""amenity"": ""nightclub""}, {""name"": ""Salsa shop"", ""amenity"": ""fast_food"", ""cuisine"": ""mexican""}, {""name"": ""Café Langereis"", ""amenity"": ""pub""}, {""name"": ""tasty burger"", ""amenity"": ""fast_food""}]"
2302,,Oud-Oost,52.35616,4.90896,Entire home/apt,92,4,21,0.4,1,0,3,holland,"[{""name"": ""Velespit"", ""shop"": ""bicycle""}, {""name"": ""Spally's Kickboxing"", ""amenity"": ""dojo"", ""sport"": ""kickboxing""}, {""name"": ""The Plug"", ""shop"": ""cannabis""}, {""name"": ""Five Stars"", ""amenity"": ""bar""}, {""name"": ""Bo-Mij"", ""shop"": ""doityourself""}, {""name"": ""Bo-Rent"", ""shop"": ""doityourself""}, {""name"": ""Flama Farah"", ""shop"": ""hairdresser""}, {""leisure"": ""garden""}, {""name"": ""India Roti Room"", ""amenity"": ""restaurant"", ""cuisine"": ""indian""}]"
2308,,Centrum-West,52.37874,4.88263,Entire home/apt,175,2,21,0.41,1,0,0,holland,"[{""name"": ""Medicijnman Apotheek Jordaan"", ""amenity"": ""pharmacy""}, {""name"": ""Ristorante Pepe"", ""amenity"": ""restaurant"", ""cuisine"": ""italian""}, {""name"": ""Hermanusje van Alles"", ""shop"": ""chemist""}, {""name"": ""Hummus Bistro D&A"", ""amenity"": ""restaurant""}, {""name"": ""Hummus Bistro D&A"", ""amenity"": ""restaurant"", ""cuisine"": ""lebanese;turkish""}, {""name"": ""Roux"", ""amenity"": ""restaurant""}, {""name"": ""Cru"", ""shop"": ""wine""}, {""name"": ""Mooi Mate"", ""amenity"": ""cafe""}, {""name"": ""Westerstraat massage"", ""shop"": ""massage""}, {""name"": ""Westerstraat kapsalon"", ""shop"": ""hairdresser""}, {""name"": ""Het Monumentje"", ""amenity"": ""cafe""}, {""name"": ""De Blaffende Vis"", ""amenity"": ""cafe""}, {""name"": ""Kleine Atelier"", ""tourism"": ""gallery""}, {""leisure"": ""garden""}, {""name"": ""Arttra"", ""tourism"": ""gallery""}, {""name"": ""The Dental House"", ""amenity"": ""dentist""}, {""leisure"": ""pitch"", ""sport"": ""soccer""}, {""name"": ""Noorderspeeltuin"", ""leisure"": ""playground""}]"
2311,,De Pijp - Rivierenbuurt,52.35788,4.88937,Entire home/apt,629,3,7,0.13,1,11,1,holland,"[{""leisure"": ""garden""}, {""name"": ""Linguini Trattoria"", ""amenity"": ""restaurant"", ""cuisine"": ""italian""}, {""name"": ""Five City Spa"", ""shop"": ""massage""}, {""name"": ""Locals Coffee"", ""amenity"": ""restaurant"", ""cuisine"": ""breakfast;brunch;coffee_shop""}, {""name"": ""Petit Caron"", ""amenity"": ""restaurant"", ""cuisine"": ""french""}, {""tourism"": ""artwork""}, {""amenity"": ""public_bookcase""}, {""name"": ""Shortcut & Hardwear"", ""shop"": ""clothes""}, {""name"": ""Aston City Hotel"", ""tourism"": ""hotel""}, {""name"": ""Amsterdam Cosmetic Clinic"", ""amenity"": ""clinic""}, {""name"": ""BonTon"", ""amenity"": ""stripclub""}, {""name"": ""Van Beek Art Supplies"", ""shop"": ""craft""}]"
2315,,Oud-Oost,52.36107,4.92479,Entire home/apt,105,3,3,0.06,1,0,0,holland,"[{""name"": ""Oosterpark"", ""leisure"": ""park""}, {""leisure"": ""outdoor_seating""}, {""name"": ""Café de Jeugd"", ""amenity"": ""pub""}]"
2318,,Oud-Oost,52.35885,4.92082,Entire home/apt,130,5,4,0.08,1,0,0,holland,"[{""leisure"": ""garden""}, {""name"": ""Oosterpark"", ""leisure"": ""park""}]"
2320,,Centrum-West,52.36925,4.88618,Private room,183,2,19,0.36,2,342,1,holland,"[{""name"": ""Beadies Amsterdam"", ""shop"": ""jewelry""}, {""name"": ""Chocolaterie Pompadour"", ""amenity"": ""cafe"", ""cuisine"": ""cake""}]"
2330,,Centrum-West,52.38611,4.89157,Private room,115,2,171,3.31,1,252,14,holland,"[{""leisure"": ""picnic_table""}, {""leisure"": ""playground""}, {""name"": ""Westerdokters"", ""amenity"": ""doctors""}]"
2340,,De Baarsjes - Oud-West,52.372,4.84921,Entire home/apt,99,1,29,0.67,1,0,0,holland,"[{""leisure"": ""garden""}]"
2344,,Westerpark,52.37613,4.87697,Entire home/apt,185,5,6,0.12,1,0,0,holland,"[{""name"": ""Staverno"", ""leisure"": ""marina""}, {""name"": ""NiDA Wasserij Stomerij"", ""shop"": ""laundry""}]"
2345,,Centrum-West,52.37194,4.88668,Private room,107,2,180,3.49,1,218,32,holland,"[{""name"": ""The Merchant House"", ""amenity"": ""art_gallery""}, {""name"": ""Lululemon"", ""shop"": ""clothes""}, {""name"": ""M-E-K"", ""shop"": ""furniture""}, {""name"": ""Quattro Gatti"", ""amenity"": ""restaurant"", ""cuisine"": ""italian""}, {""name"": ""Fashian"", ""shop"": ""clothes""}, {""name"": ""Fabienne Chapot"", ""shop"": ""clothes""}, {""name"": ""LFDY"", ""shop"": ""clothes""}, {""name"": ""Levi's"", ""shop"": ""clothes""}, {""name"": ""The Hoxton"", ""amenity"": ""cafe""}, {""name"": ""Kindergarden"", ""amenity"": ""kindergarten""}, {""name"": ""Lotti's Dinner"", ""amenity"": ""restaurant""}, {""name"": ""The Collective Studio"", ""amenity"": ""art_gallery""}, {""name"": ""Parwan"", ""shop"": ""gift""}, {""name"": ""Nudie Jeans"", ""shop"": ""clothes""}, {""name"": ""Tikal"", ""shop"": ""jewelry""}, {""name"": ""Haru Haru Beauty"", ""shop"": ""cosmetics""}]"
2346,,De Baarsjes - Oud-West,52.36865,4.86828,Private room,125,3,159,3.13,1,0,0,holland,"[{""name"": ""Kalender Kleermaker"", ""shop"": ""tailor""}, {""name"": ""Huisarsten Bellamyplein"", ""amenity"": ""doctors"", ""healthcare"": ""doctor""}, {""name"": ""La Parole"", ""amenity"": ""cafe""}, {""name"": ""Login"", ""shop"": ""computer""}, {""name"": ""Tati"", ""shop"": ""second_hand""}, {""name"": ""Ekerbiçer"", ""shop"": ""tailor""}, {""name"": ""Café Bellamy"", ""amenity"": ""bar""}, {""name"": ""More"", ""shop"": ""massage""}]"
2355,,Bos en Lommer,52.3782,4.86125,Entire home/apt,95,2,27,0.62,1,0,4,holland,"[{""leisure"": ""garden""}]"
2357,,Centrum-West,52.37037,4.89785,Private room,73,1,174,3.44,2,280,46,holland,"[{""name"": ""De Engelbewaarder"", ""amenity"": ""pub""}, {""name"": ""Bagheera"", ""amenity"": ""cannabis""}, {""name"": ""The Book Exchange"", ""shop"": ""books""}, {""name"": ""Compagnietheater"", ""amenity"": ""theatre""}, {""leisure"": ""garden""}, {""name"": ""Oost-Indisch Huis"", ""tourism"": ""attraction""}]"
2358,,Westerpark,52.38391,4.87971,Entire home/apt,200,2,8,0.18,1,0,0,holland,"[{""leisure"": ""garden""}, {""name"": ""Echobox"", ""amenity"": ""studio""}]"
2363,,Watergraafsmeer,52.35687,4.93361,Entire home/apt,240,3,10,0.23,1,70,1,holland,"[{""leisure"": ""garden""}, {""leisure"": ""playground""}]"
2366,,Oud-Noord,52.40173,4.90238,Private room,90,2,39,0.86,1,230,1,holland,"[{""leisure"": ""pitch"", ""sport"": ""soccer""}]"
2369,,De Pijp - Rivierenbuurt,52.35447,4.89479,Private room,65,3,173,3.44,1,154,13,holland,"[{""name"": ""Sarphatipark"", ""leisure"": ""park""}, {""leisure"": ""garden""}, {""amenity"": ""fountain""}, {""leisure"": ""playground""}]"
2380,,Noord-Oost,52.39573,4.94277,Entire home/apt,150,15,2,0.04,1,10,1,holland,"[{""name"": ""Baanakkerspark"", ""leisure"": ""park""}]"
2381,,Centrum-West,52.38001,4.88879,Entire home/apt,495,3,55,1.74,1,24,13,holland,"[{""name"": ""Café Tabac"", ""amenity"": ""cafe""}, {""tourism"": ""artwork""}, {""tourism"": ""information""}]"
2390,,De Baarsjes - Oud-West,52.37035,4.84786,Entire home/apt,250,1,1,0.02,1,89,0,holland,"[{""leisure"": ""playground""}]"
