index,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,city,surroundings_50m
2679,,Noord-Oost,52.38012,4.99679,Entire home/apt,250,4,2,0.05,1,0,0,holland,"[{""leisure"": ""garden""}, {""leisure"": ""swimming_pool""}]"
2693,,De Baarsjes - Oud-West,52.36699,4.8551,Entire home/apt,80,4,24,0.53,1,0,2,holland,"[{""leisure"": ""playground""}, {""leisure"": ""pitch"", ""sport"": ""table_tennis""}, {""name"": ""De Visserschool"", ""amenity"": ""school""}, {""leisure"": ""garden""}]"
2699,,De Pijp - Rivierenbuurt,52.34466,4.91286,Entire home/apt,97,1,41,0.99,2,354,6,holland,"[{""leisure"": ""garden""}, {""name"": ""Haut Fitnessclub"", ""leisure"": ""fitness_centre"", ""sport"": ""fitness""}]"
2709,,Centrum-Oost,52.36338,4.88307,Private room,74,1,280,6.29,2,340,50,holland,"[{""name"": ""Boven de Balie"", ""amenity"": ""coworking_space""}, {""name"": ""De Balie"", ""amenity"": ""restaurant""}, {""name"": ""De Balie"", ""amenity"": ""theatre""}, {""name"": ""Apple Store"", ""shop"": ""electronics""}, {""name"": ""Kleine-Gartmanplantsoen"", ""tourism"": ""attraction""}, {""leisure"": ""garden""}, {""name"": ""Ron Gastrobar Paris"", ""amenity"": ""cafe""}, {""tourism"": ""guest_house""}, {""name"": ""Palladium"", ""amenity"": ""restaurant""}, {""name"": ""Cafe in the City"", ""amenity"": ""bar""}, {""name"": ""Leidseplein"", ""tourism"": ""attraction""}]"
2713,,Centrum-Oost,52.36338,4.88307,Private room,69,1,235,5.19,2,337,48,holland,"[{""name"": ""Boven de Balie"", ""amenity"": ""coworking_space""}, {""name"": ""De Balie"", ""amenity"": ""restaurant""}, {""name"": ""De Balie"", ""amenity"": ""theatre""}, {""name"": ""Apple Store"", ""shop"": ""electronics""}, {""name"": ""Kleine-Gartmanplantsoen"", ""tourism"": ""attraction""}, {""leisure"": ""garden""}, {""name"": ""Ron Gastrobar Paris"", ""amenity"": ""cafe""}, {""tourism"": ""guest_house""}, {""name"": ""Palladium"", ""amenity"": ""restaurant""}, {""name"": ""Cafe in the City"", ""amenity"": ""bar""}, {""name"": ""Leidseplein"", ""tourism"": ""attraction""}]"
2719,,De Pijp - Rivierenbuurt,52.35004,4.90142,Entire home/apt,165,2,16,0.54,1,0,0,holland,"[{""leisure"": ""garden""}, {""amenity"": ""public_bookcase""}, {""leisure"": ""pitch"", ""sport"": ""field_hockey""}, {""name"": ""Wethouder Wibaut"", ""tourism"": ""artwork""}]"
2728,,Zuid,52.35254,4.88516,Entire home/apt,133,2,173,4.2,2,231,31,holland,"[{""name"": ""Room of Ideas"", ""amenity"": ""conference_centre""}, {""name"": ""De Bakkerswinkel"", ""amenity"": ""cafe""}, {""name"": ""Sabor de Maria"", ""shop"": ""bakery""}, {""name"": ""Imiho"", ""shop"": ""interior_decoration""}, {""name"": ""Pizza Beppe"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza""}, {""leisure"": ""garden""}, {""name"": ""Neeve"", ""shop"": ""clothes""}, {""name"": ""Tandartspraktijk de ZuidAs"", ""amenity"": ""dentist""}]"
2758,,Bos en Lommer,52.38306,4.84776,Entire home/apt,375,3,17,0.51,1,0,0,holland,"[{""name"": ""Multatulischool"", ""amenity"": ""school""}, {""leisure"": ""garden""}]"
2763,,Centrum-West,52.37292,4.87732,Entire home/apt,150,4,17,0.48,1,13,2,holland,"[{""name"": ""Ali Baba"", ""amenity"": ""fast_food"", ""cuisine"": ""kebab""}, {""name"": ""Bakkerij Wolf"", ""shop"": ""bakery""}, {""name"": ""Kapsalon Bianco"", ""shop"": ""hairdresser""}, {""name"": ""BBrood!"", ""shop"": ""bakery""}, {""name"": ""Domino's"", ""amenity"": ""fast_food"", ""cuisine"": ""pizza""}]"
2780,,Bos en Lommer,52.37478,4.83669,Entire home/apt,250,3,19,0.43,1,79,1,holland,"[{""leisure"": ""pitch"", ""sport"": ""parkour""}, {""leisure"": ""pitch"", ""sport"": ""soccer""}, {""leisure"": ""picnic_table""}]"
2782,,Centrum-West,52.37306,4.88225,Private room,199,3,109,2.5,1,236,11,holland,"[{""name"": ""Bonboon"", ""amenity"": ""restaurant""}, {""name"": ""A Space Oddity"", ""shop"": ""toys""}]"
2783,,IJburg - Zeeburgereiland,52.37395,4.96555,Entire home/apt,200,3,14,0.39,1,7,0,holland,"[{""name"": ""Skatepark Zeeburgereiland"", ""leisure"": ""pitch"", ""sport"": ""skateboard""}]"
2795,,Centrum-West,52.3757,4.89724,Private room,71,3,76,1.77,2,0,17,holland,"[{""name"": ""Beurs van Berlage"", ""tourism"": ""attraction""}, {""name"": ""Dal Pagliaccio"", ""amenity"": ""restaurant""}, {""name"": ""Smart"", ""shop"": ""erotic""}, {""name"": ""Meet Berlage"", ""amenity"": ""coworking_space""}, {""name"": ""De Deugniet"", ""amenity"": ""pub""}, {""name"": ""The Brokers Bar"", ""amenity"": ""bar""}, {""name"": ""Croissanterie"", ""shop"": ""bakery""}, {""name"": ""The Grasshopper"", ""amenity"": ""restaurant""}, {""name"": ""Tony's Chocolonely"", ""shop"": ""chocolate""}, {""name"": ""Rederij Plas"", ""tourism"": ""attraction""}, {""tourism"": ""attraction""}, {""name"": ""New York Film Academy Cafe"", ""amenity"": ""cafe""}]"
2797,,Centrum-Oost,52.3649,4.88066,Entire home/apt,75,7,36,1.13,22,321,5,holland,"[{""name"": ""La Bohème"", ""tourism"": ""hotel""}, {""name"": ""Milk"", ""amenity"": ""restaurant"", ""description"": ""Opens until 23:00 on days on which there is an evening event at Melkweg""}, {""name"": ""Lux"", ""amenity"": ""bar""}, {""name"": ""Weber Hotel"", ""tourism"": ""hotel""}, {""name"": ""Melkweg"", ""amenity"": ""theatre""}, {""name"": ""Hotel Titus"", ""tourism"": ""hotel""}, {""name"": ""Bar Weber"", ""amenity"": ""bar""}, {""name"": ""Weber Studios"", ""tourism"": ""hotel""}, {""name"": ""Amsterdam Inn"", ""tourism"": ""hotel""}]"
2798,,IJburg - Zeeburgereiland,52.35439,4.99451,Private room,80,3,8,0.28,2,0,0,holland,"[{""name"": ""Willibrordschool"", ""amenity"": ""school""}]"
2800,,Noord-West,52.41985,4.90131,Entire home/apt,130,3,26,0.68,1,0,2,holland,"[{""leisure"": ""garden""}]"
2812,,De Pijp - Rivierenbuurt,52.34716,4.88712,Private room,100,5,60,1.68,1,2,6,holland,"[{""tourism"": ""artwork""}, {""leisure"": ""garden""}]"
2819,,Oud-Noord,52.3907,4.90879,Entire home/apt,99,2,16,0.38,1,6,1,holland,"[{""leisure"": ""garden""}]"
2829,,Centrum-West,52.371284,4.897311,Entire home/apt,176,3,16,0.38,2,13,0,holland,"[{""leisure"": ""garden""}, {""name"": ""Oost-Indisch Huis"", ""tourism"": ""attraction""}, {""name"": ""Waalse kerk"", ""amenity"": ""place_of_worship""}, {""name"": ""Walenpoortje"", ""tourism"": ""attraction""}, {""name"": ""Het Kleinste Huis"", ""shop"": ""tea""}, {""name"": ""Barbecue"", ""amenity"": ""restaurant""}, {""name"": ""Jade House"", ""shop"": ""jewelry""}, {""name"": ""Kok"", ""shop"": ""books""}, {""name"": ""Q&Q"", ""shop"": ""drug_paraphernalia""}, {""name"": ""Chipsy King"", ""amenity"": ""fast_food"", ""cuisine"": ""burger;kebab""}, {""name"": ""Fabel Friet"", ""amenity"": ""fast_food""}, {""name"": ""Stetson"", ""shop"": ""clothes""}, {""name"": ""Cafe De Pool"", ""amenity"": ""pub""}, {""name"": ""De Grote Tas"", ""shop"": ""bag""}, {""name"": ""Q&Q"", ""shop"": ""gift""}, {""name"": ""Tapvreugd"", ""amenity"": ""cafe""}, {""name"": ""Burger Zaken"", ""amenity"": ""restaurant""}, {""name"": ""Samrat"", ""amenity"": ""restaurant""}, {""name"": ""Number One"", ""shop"": ""smartshop""}, {""name"": ""Cafe Tapvreugd"", ""amenity"": ""pub""}, {""name"": ""Tasteful"", ""amenity"": ""restaurant""}, {""name"": ""Dolce & Gelato Bio"", ""amenity"": ""ice_cream""}, {""name"": ""PsiloCybe CBD&SonjaDelight"", ""shop"": ""smartshop""}, {""name"": ""Capsicum"", ""shop"": ""clothes""}, {""amenity"": ""pub""}, {""name"": ""Love Stories Archive"", ""shop"": ""clothes""}, {""name"": ""de Wallen"", ""tourism"": ""attraction""}]"
2838,,Oud-Noord,52.39863,4.90493,Entire home/apt,90,3,4,0.09,1,0,2,holland,"[{""name"": ""Papaverplantsoen"", ""leisure"": ""park""}, {""leisure"": ""picnic_table""}]"
2839,,Westerpark,52.38427,4.8725,Entire home/apt,140,2,11,0.26,1,0,0,holland,"[{""name"": ""De Steek"", ""amenity"": ""community_centre""}, {""leisure"": ""garden""}, {""name"": ""Enso"", ""shop"": ""clothes""}, {""name"": ""Rip van Winkel's"", ""shop"": ""craft""}, {""name"": ""Juhique"", ""amenity"": ""restaurant""}, {""name"": ""Dandy Burger"", ""amenity"": ""fast_food"", ""cuisine"": ""burger""}, {""name"": ""De Steek"", ""amenity"": ""arts_centre""}]"
2847,,Oostelijk Havengebied - Indische Buurt,52.3639,4.93921,Entire home/apt,90,5,14,0.33,1,0,4,holland,"[{""leisure"": ""outdoor_seating""}, {""name"": ""FEBO"", ""amenity"": ""fast_food"", ""cuisine"": ""friture""}, {""leisure"": ""garden""}, {""amenity"": ""fountain""}, {""name"": ""TrainMore"", ""leisure"": ""sports_centre""}, {""name"": ""OBA Javaplein"", ""amenity"": ""library""}, {""name"": ""Urban Bloom"", ""shop"": ""florist""}, {""name"": ""Coffee Company"", ""amenity"": ""cafe"", ""cuisine"": ""coffee_shop""}, {""name"": ""Linux Repair Café"", ""shop"": ""repair""}]"
2849,,Centrum-Oost,52.3674,4.90137,Private room,93,1,80,2.32,2,238,32,holland,"[{""name"": ""Opera & Ballet"", ""amenity"": ""theatre""}, {""name"": ""Hapjeshoek"", ""amenity"": ""restaurant""}]"
2855,,De Pijp - Rivierenbuurt,52.349594,4.890385,Entire home/apt,300,5,10,0.33,1,0,0,holland,"[{""leisure"": ""garden""}, {""name"": ""Vredeskerk"", ""amenity"": ""place_of_worship""}]"
2859,,Centrum-Oost,52.3643,4.88867,Entire home/apt,209,7,0,,9,283,0,holland,"[{""name"": ""Flower Loves Me"", ""shop"": ""florist""}, {""name"": ""Red"", ""amenity"": ""restaurant""}, {""name"": ""Keizersgrachtkerk"", ""amenity"": ""place_of_worship""}]"
2871,,Zuid,52.35363,4.8496,Entire home/apt,140,5,3,0.08,1,0,0,holland,"[{""leisure"": ""garden""}]"
2872,,Oud-Oost,52.3568,4.93252,Entire home/apt,282,2,14,0.37,1,117,0,holland,"[{""leisure"": ""playground""}, {""name"": ""Framer Framed"", ""amenity"": ""arts_centre""}, {""leisure"": ""pitch"", ""sport"": ""table_tennis""}, {""name"": ""Kunstmagneetschool De Kraal"", ""amenity"": ""school""}]"
2873,,De Baarsjes - Oud-West,52.3741,4.85735,Entire home/apt,200,3,14,0.35,1,0,3,holland,"[{""leisure"": ""garden""}, {""leisure"": ""playground""}, {""name"": ""Boeken Ruilbeurs"", ""shop"": ""books""}, {""name"": ""de zuivere naald"", ""shop"": ""tailor""}, {""name"": ""020 Fietsen Amsterdam"", ""shop"": ""bicycle""}, {""amenity"": ""cafe""}, {""name"": ""ted."", ""shop"": ""art""}, {""name"": ""L'equipage"", ""shop"": ""beauty""}, {""name"": ""Skate Dokter"", ""shop"": ""sports""}]"
2875,,De Baarsjes - Oud-West,52.36962,4.87206,Entire home/apt,175,3,3,0.1,1,0,0,holland,"[{""leisure"": ""playground""}, {""name"": ""Moto Dick"", ""shop"": ""motorcycle""}, {""name"": ""De Nieuwe Liefde"", ""amenity"": ""arts_centre""}]"
2885,,Centrum-West,52.37468,4.87818,Private room,224,2,119,3.05,1,258,29,holland,"[{""name"": ""Galerie Staaf"", ""tourism"": ""gallery""}, {""amenity"": ""public_bookcase""}]"
2890,,Geuzenveld - Slotermeer,52.38173,4.82493,Entire home/apt,130,4,4,0.1,1,154,0,holland,"[{""leisure"": ""playground""}]"
2891,,Centrum-Oost,52.36393,4.88797,Entire home/apt,250,4,21,0.65,1,1,0,holland,"[{""name"": ""House of Smart"", ""shop"": ""smartshop""}, {""name"": ""Hans Brinker"", ""tourism"": ""hostel""}, {""name"": ""Mirror"", ""shop"": ""dry_cleaning""}, {""name"": ""Ms. Chelin"", ""amenity"": ""restaurant""}, {""name"": ""King Bikes"", ""amenity"": ""bicycle_rental"", ""shop"": ""rental""}, {""name"": ""Wijkcentrum d'Oude Stadt"", ""amenity"": ""community_centre""}, {""name"": ""Azarius"", ""shop"": ""cannabis""}]"
2899,,De Baarsjes - Oud-West,52.37061,4.8701,Entire home/apt,214,2,28,0.72,1,0,0,holland,"[{""name"": ""Freewheel"", ""shop"": ""bicycle""}, {""name"": ""Odin"", ""shop"": ""convenience"", ""description"": ""coöperatieve supermarkt""}, {""name"": ""Decathlon"", ""shop"": ""sports"", ""sport"": ""cycling;fitness;padel;running;swimming;tennis;yoga""}, {""name"": ""Etos"", ""shop"": ""chemist""}, {""name"": ""Mesut"", ""amenity"": ""fast_food"", ""cuisine"": ""kebab""}, {""name"": ""Albert Heijn"", ""shop"": ""supermarket""}, {""name"": ""Makker"", ""shop"": ""hearing_aids""}, {""shop"": ""vacant"", ""cuisine"": ""coffee_shop""}, {""name"": ""Rusty Gold"", ""shop"": ""clothes"", ""description"": ""motorkleding en -accessoires""}]"
2902,,De Pijp - Rivierenbuurt,52.35685,4.89652,Private room,120,2,141,3.57,1,10,3,holland,"[{""name"": ""Skin Project Institute"", ""shop"": ""beauty""}, {""name"": ""FermentFabriek"", ""shop"": ""convenience""}, {""name"": ""Badcuyp"", ""amenity"": ""restaurant""}, {""name"": ""Hairstudio Pu-ma"", ""shop"": ""hairdresser""}, {""name"": ""Résonance"", ""shop"": ""musical_instrument""}, {""shop"": ""vacant""}, {""name"": ""Taalhuis Amsterdam"", ""amenity"": ""language_school""}, {""name"": ""Ajax Bike"", ""amenity"": ""bicycle_rental""}, {""name"": ""Dental 220"", ""amenity"": ""dentist""}, {""name"": ""Café De Baron"", ""amenity"": ""pub""}, {""leisure"": ""garden""}]"
2903,,Centrum-West,52.37859,4.89613,Private room,203,1,75,3.14,1,319,32,holland,"[{""name"": ""Amac"", ""shop"": ""computer""}, {""name"": ""Marina Tabak Souvenier Supermarkt"", ""shop"": ""gift""}, {""name"": ""A-Train Hotel"", ""tourism"": ""hotel""}, {""name"": ""Albert Heijn"", ""shop"": ""supermarket""}, {""name"": ""COPA Football Flagship Store"", ""shop"": ""clothes""}, {""name"": ""Hotel Plant"", ""tourism"": ""hotel""}, {""name"": ""Het Zwarte Fietsenplan"", ""amenity"": ""bicycle_rental"", ""shop"": ""bicycle""}]"
2904,,Zuid,52.34551,4.87582,Private room,100,1,0,,1,0,0,holland,"[{""leisure"": ""garden""}]"
2908,,Oostelijk Havengebied - Indische Buurt,52.36321,4.93647,Entire home/apt,136,3,1,0.04,1,96,0,holland,"[{""leisure"": ""garden""}, {""name"": ""Eatmosfera"", ""amenity"": ""restaurant"", ""cuisine"": ""italian""}, {""shop"": ""vacant""}, {""shop"": ""beauty""}, {""name"": ""The Barbers Office"", ""shop"": ""hairdresser""}, {""name"": ""Döner van Oost"", ""amenity"": ""fast_food"", ""cuisine"": ""kebab""}, {""name"": ""Stomerij en kledingreparatie Medina"", ""shop"": ""laundry""}, {""shop"": ""houseware""}, {""name"": ""Çinar"", ""amenity"": ""restaurant""}, {""name"": ""Volendammer Vishandel"", ""shop"": ""seafood""}, {""name"": ""Div."", ""shop"": ""clothes""}, {""name"": ""Gogun & Son"", ""shop"": ""tobacco""}, {""name"": ""Warda2"", ""shop"": ""cannabis""}]"
2924,,Centrum-West,52.38259,4.88534,Private room,150,2,12,0.38,2,0,0,holland,"[{""name"": ""Troppo Giovane"", ""shop"": ""wine""}, {""name"": ""Toki"", ""amenity"": ""cafe""}]"
2925,,Zuid,52.35268,4.86377,Entire home/apt,444,5,9,2.33,1,304,3,holland,"[{""leisure"": ""garden""}, {""leisure"": ""park""}, {""leisure"": ""playground""}, {""name"": ""Stichting Kuria"", ""amenity"": ""social_facility"", ""healthcare"": ""hospice""}, {""name"": ""Juliette"", ""amenity"": ""restaurant""}, {""name"": ""Kooy's Delicatessen"", ""amenity"": ""fast_food"", ""cuisine"": ""sandwich""}]"
2933,,Oud-Oost,52.36495,4.93107,Entire home/apt,217,3,14,0.35,1,209,2,holland,"[{""leisure"": ""pitch"", ""sport"": ""multi;basketball;soccer""}, {""leisure"": ""garden""}]"
2950,,Zuid,52.35777,4.8518,Entire home/apt,300,4,7,0.18,1,128,0,holland,"[{""name"": ""Chef"", ""amenity"": ""bar""}]"
2964,,Oud-Oost,52.35767,4.92018,Entire home/apt,150,2,13,0.33,1,0,0,holland,"[{""leisure"": ""garden""}]"
2965,,De Pijp - Rivierenbuurt,52.35015,4.88745,Entire home/apt,200,3,4,0.14,1,0,0,holland,"[{""shop"": ""butcher""}, {""name"": ""Hare Krishna Nederland"", ""amenity"": ""place_of_worship""}, {""name"": ""Omahe"", ""amenity"": ""restaurant"", ""cuisine"": ""indonesian""}, {""name"": ""The Fat Dog"", ""amenity"": ""fast_food"", ""cuisine"": ""hot_dog""}]"
2966,,Centrum-Oost,52.36384,4.90131,Private room,80,3,91,2.27,2,274,21,holland,"[{""name"": ""Magere Brug"", ""tourism"": ""attraction""}, {""amenity"": ""public_bookcase""}]"
2968,,De Pijp - Rivierenbuurt,52.34181,4.89459,Entire home/apt,214,2,14,0.36,1,9,0,holland,"[{""amenity"": ""place_of_worship""}, {""name"": ""Maarten Lutherkerk"", ""amenity"": ""place_of_worship""}, {""leisure"": ""garden""}, {""leisure"": ""picnic_table""}, {""leisure"": ""playground""}]"
2970,,Centrum-Oost,52.36384,4.90131,Private room,75,3,79,1.99,2,0,1,holland,"[{""name"": ""Magere Brug"", ""tourism"": ""attraction""}, {""amenity"": ""public_bookcase""}]"
2974,,De Pijp - Rivierenbuurt,52.35361,4.90424,Entire home/apt,140,7,13,0.32,1,0,0,holland,"[{""amenity"": ""public_bookcase""}]"
2992,,Zuid,52.3565,4.87368,Entire home/apt,299,4,9,0.61,6,0,4,holland,"[{""name"": ""Knokki"", ""shop"": ""hifi""}]"
3003,,Oostelijk Havengebied - Indische Buurt,52.37383,4.94703,Private room,76,2,40,1.0,1,1,0,holland,"[{""leisure"": ""playground""}, {""name"": ""Keesje Brijdeplantsoen"", ""leisure"": ""park""}]"
3006,,Centrum-Oost,52.3669,4.92669,Entire home/apt,180,3,16,0.4,1,141,3,holland,"[{""name"": ""De Kop van Oost"", ""amenity"": ""restaurant""}, {""name"": ""Foodhal Mooie Boules"", ""amenity"": ""restaurant""}, {""name"": ""Brouwerij 't IJ"", ""amenity"": ""pub"", ""craft"": ""brewery"", ""description"": ""brouwerij met proeflokaal""}]"
3010,,Zuid,52.35482,4.85329,Hotel room,151,1,47,1.25,20,267,3,holland,"[{""tourism"": ""guest_house""}, {""leisure"": ""playground""}, {""name"": ""Gent"", ""amenity"": ""pub""}, {""leisure"": ""garden""}]"
3014,,Oud-Oost,52.35571,4.90869,Entire home/apt,100,2,13,4.94,1,0,3,holland,"[{""name"": ""Form"", ""leisure"": ""fitness_centre"", ""sport"": ""yoga""}, {""name"": ""Dough Studio"", ""amenity"": ""fast_food"", ""cuisine"": ""sandwich;italian""}, {""name"": ""Velespit"", ""shop"": ""bicycle""}, {""name"": ""The Plug"", ""shop"": ""cannabis""}, {""name"": ""Five Stars"", ""amenity"": ""bar""}, {""name"": ""Bo-Mij"", ""shop"": ""doityourself""}, {""leisure"": ""garden""}]"
3016,,De Baarsjes - Oud-West,52.35932,4.85949,Entire home/apt,150,2,20,0.59,1,0,5,holland,"[{""name"": ""Supervorm"", ""shop"": ""tailor""}, {""name"": ""Papa John's"", ""amenity"": ""fast_food"", ""cuisine"": ""pizza""}, {""name"": ""WarungRahayu"", ""amenity"": ""restaurant"", ""cuisine"": ""surinamese;javanese""}, {""amenity"": ""public_bookcase""}, {""name"": ""J.J. Cremerplein"", ""leisure"": ""playground""}, {""name"": ""A.S.K."", ""shop"": ""tobacco""}, {""name"": ""Serhat Market"", ""shop"": ""supermarket""}]"
3017,,Oud-Oost,52.35663,4.92413,Entire home/apt,225,5,6,0.16,1,0,0,holland,"[{""leisure"": ""playground""}, {""leisure"": ""garden""}]"
3029,,Noord-West,52.42369,4.88545,Private room,54,2,101,2.57,1,10,24,holland,"[{""leisure"": ""garden""}]"
3036,,Oud-Oost,52.36434,4.92533,Entire home/apt,400,4,12,0.3,1,0,0,holland,"[{""leisure"": ""garden""}]"
3041,,Centrum-Oost,52.36478,4.88033,Entire home/apt,75,7,15,1.08,22,339,3,holland,"[{""name"": ""DeLaMar"", ""amenity"": ""theatre""}, {""name"": ""Kooyk Hotel"", ""tourism"": ""hotel""}, {""name"": ""Milk"", ""amenity"": ""restaurant"", ""description"": ""Opens until 23:00 on days on which there is an evening event at Melkweg""}, {""tourism"": ""apartment""}, {""name"": ""Boutique Hotel View"", ""tourism"": ""hotel""}, {""name"": ""Lux"", ""amenity"": ""bar""}, {""name"": ""Weber Hotel"", ""tourism"": ""hotel""}, {""name"": ""Melkweg"", ""amenity"": ""theatre""}, {""name"": ""Hotel Titus"", ""tourism"": ""hotel""}, {""name"": ""Bar Weber"", ""amenity"": ""bar""}, {""name"": ""Weber Studios"", ""tourism"": ""hotel""}]"
3043,,Bos en Lommer,52.38252,4.85443,Private room,47,2,37,0.96,2,0,0,holland,"[{""leisure"": ""pitch"", ""sport"": ""soccer""}, {""leisure"": ""garden""}]"
3046,,De Baarsjes - Oud-West,52.36684,4.8756,Entire home/apt,200,3,12,0.42,1,0,0,holland,"[{""leisure"": ""playground""}]"
3047,,De Baarsjes - Oud-West,52.37307,4.85379,Entire home/apt,110,2,18,0.45,1,0,6,holland,"[{""leisure"": ""garden""}, {""name"": ""Broodje Daan"", ""amenity"": ""fast_food"", ""cuisine"": ""sandwich""}]"
3049,,Centrum-West,52.37556,4.89739,Private room,89,3,97,2.47,2,0,0,holland,"[{""name"": ""Beurs van Berlage"", ""tourism"": ""attraction""}, {""name"": ""Cafe Keffer"", ""amenity"": ""cafe""}, {""name"": ""Donnerkebab"", ""amenity"": ""fast_food"", ""cuisine"": ""kebab""}, {""name"": ""The Happy Shop"", ""shop"": ""erotic""}, {""name"": ""Vlaamse Friet"", ""amenity"": ""fast_food"", ""cuisine"": ""friture""}, {""name"": ""café40"", ""amenity"": ""pub""}, {""name"": ""Hot Or Not"", ""amenity"": ""cafe""}, {""name"": ""Wok Inn"", ""amenity"": ""restaurant"", ""cuisine"": ""chinese""}, {""name"": ""Kebab Corner"", ""amenity"": ""fast_food"", ""cuisine"": ""kebab""}, {""name"": ""Dal Pagliaccio"", ""amenity"": ""restaurant""}, {""name"": ""Smart"", ""shop"": ""erotic""}, {""name"": ""Meet Berlage"", ""amenity"": ""coworking_space""}, {""name"": ""De Deugniet"", ""amenity"": ""pub""}, {""name"": ""The Brokers Bar"", ""amenity"": ""bar""}, {""name"": ""Croissanterie"", ""shop"": ""bakery""}, {""name"": ""The Grasshopper"", ""amenity"": ""restaurant""}, {""name"": ""Tony's Chocolonely"", ""shop"": ""chocolate""}, {""name"": ""Rederij Plas"", ""tourism"": ""attraction""}, {""tourism"": ""attraction""}]"
3055,,Westerpark,52.37547,4.87017,Hotel room,161,2,27,1.0,20,269,3,holland,"[{""name"": ""Boekenkast"", ""amenity"": ""public_bookcase""}, {""leisure"": ""park""}]"
3056,,De Baarsjes - Oud-West,52.37014,4.86516,Hotel room,151,2,39,0.98,20,239,1,holland,"[{""name"": ""Café Thuys"", ""amenity"": ""pub""}, {""name"": ""Le French Cafe"", ""amenity"": ""restaurant""}, {""name"": ""Spelletjescafé 2 Klaveren"", ""amenity"": ""bar"", ""cuisine"": ""regional""}, {""name"": ""Boegbeeld"", ""tourism"": ""artwork""}, {""name"": ""Ankh"", ""tourism"": ""artwork""}]"
3063,,Centrum-West,52.37962,4.88769,Entire home/apt,220,3,25,0.72,2,279,2,holland,"[{""name"": ""Noordermarkt"", ""amenity"": ""marketplace""}, {""leisure"": ""pitch"", ""sport"": ""basketball""}, {""name"": ""Noordermarkt"", ""leisure"": ""playground""}, {""name"": ""Woutertje Pieterse & Femke"", ""tourism"": ""artwork""}]"
3072,,Centrum-Oost,52.36334,4.88664,Private room,242,1,17,1.1,2,0,0,holland,"[{""name"": ""Galerie AdK Actuele Kunst"", ""tourism"": ""gallery""}, {""name"": ""Hotel Mozart"", ""tourism"": ""hotel""}]"
3086,,De Baarsjes - Oud-West,52.36674,4.86153,Entire home/apt,247,2,15,0.38,1,0,0,holland,"[{""leisure"": ""garden""}]"
3090,,Centrum-Oost,52.36834,4.90883,Entire home/apt,180,3,18,0.47,1,6,3,holland,"[{""name"": ""Wertheimpark"", ""leisure"": ""park""}, {""name"": ""Swift/PST"", ""leisure"": ""pitch"", ""sport"": ""korfball;tennis""}, {""leisure"": ""garden""}]"
3104,,De Pijp - Rivierenbuurt,52.35767,4.89973,Entire home/apt,220,3,15,0.49,1,0,3,holland,"[{""name"": ""Kaldi"", ""shop"": ""coffee""}, {""name"": ""TrainMore"", ""leisure"": ""fitness_centre"", ""sport"": ""fitness""}, {""name"": ""Noemi"", ""amenity"": ""restaurant"", ""cuisine"": ""italian""}, {""name"": ""Pasta e Pizza"", ""amenity"": ""restaurant"", ""cuisine"": ""italian""}, {""name"": ""Huis van Iemand Anders"", ""amenity"": ""pub""}, {""name"": ""Tsunarié"", ""amenity"": ""restaurant"", ""cuisine"": ""japanese""}, {""name"": ""De Sleutelkluis"", ""shop"": ""locksmith""}, {""name"": ""Ibis Styles Amsterdam Amstel"", ""tourism"": ""hotel"", ""brand"": ""Ibis Styles""}, {""name"": ""Saravanaa Bhavan"", ""amenity"": ""fast_food"", ""cuisine"": ""indian;south_indian""}, {""name"": ""Fabric Inspired X Artitude"", ""tourism"": ""gallery""}]"
3109,,Noord-West,52.40711,4.90547,Private room,30,1,12,0.37,2,0,1,holland,"[{""leisure"": ""garden""}, {""leisure"": ""playground""}]"
3113,,IJburg - Zeeburgereiland,52.34736,5.00617,Private room,80,3,21,0.56,1,0,0,holland,"[{""leisure"": ""playground""}]"
3116,,Centrum-West,52.38031,4.88858,Private room,164,3,54,1.9,1,271,28,holland,"[{""name"": ""Café Tabac"", ""amenity"": ""cafe""}, {""tourism"": ""artwork""}, {""name"": ""Pompon"", ""shop"": ""florist""}, {""tourism"": ""information""}, {""name"": ""Café 't Papeneiland"", ""amenity"": ""pub"", ""cuisine"": ""sandwich;tapas""}]"
3121,,IJburg - Zeeburgereiland,52.35469,5.00606,Hotel room,161,1,7,0.23,20,271,0,holland,"[{""name"": ""SWEETS"", ""tourism"": ""hotel""}]"
3123,,Centrum-West,52.36822,4.88228,Entire home/apt,140,2,15,0.68,1,0,1,holland,"[{""name"": ""Billy's Thai Restaurant"", ""amenity"": ""restaurant"", ""cuisine"": ""thai""}, {""name"": ""Verse"", ""shop"": ""clothes""}, {""name"": ""De Knipkamer 352"", ""shop"": ""hairdresser""}, {""name"": ""Prinsheerlijk Antiek"", ""shop"": ""antiques""}]"
